time,roll,pitch,yaw,qw,qx,qy,qz,linear_accel_x,linear_accel_y,linear_accel_z,jerk_x,jerk_y,jerk_z,ekf_jerk_x,ekf_jerk_y,ekf_jerk_z
[0:01:13.400000],14.8148,4.42482,-168.876,-0.0911251,-0.050585,0.124495,0.986855,-0.0543188,-0.423698,0.0431948,-0.0298363,0.00060772,0.000173242,-0.0339372,0.0163818,-0.000683603
[0:01:13.500000],14.8448,4.60862,-169.67,-0.0840636,-0.0513256,0.124949,0.987386,-0.047947,-0.422184,0.026971,-0.0298443,0.000705058,0.00412685,-0.0333979,0.014316,-4.97082e-05
[0:01:13.600000],14.7536,4.81205,-170.583,-0.0759991,-0.0520196,0.124415,0.988071,-0.0633294,-0.405745,0.03881,-0.0415403,-0.00895015,-0.00742026,-0.0344708,0.0112501,-0.00102096
[0:01:13.700000],14.7227,4.98333,-171.369,-0.0690324,-0.0526217,0.124383,0.988554,-0.0663934,-0.424326,0.0329397,-0.0594506,0.0293629,-0.00167276,-0.0377625,0.0136369,-0.00110685
[0:01:13.800000],14.6649,5.12407,-172.182,-0.061884,-0.0529202,0.124164,0.989039,-0.0533874,-0.417257,0.0301473,-0.0450426,0.0248741,-0.00554899,-0.0387219,0.0151177,-0.00169221
[0:01:13.900000],14.5552,5.29666,-173.075,-0.0540273,-0.0533878,0.123527,0.989554,-0.0808442,-0.404721,0.0351187,-0.0309721,0.0284799,0.00735439,-0.0377006,0.0168785,-0.000500099
[0:01:14],14.5945,5.47524,-173.9,-0.0466781,-0.0540538,0.124156,0.989813,-0.0779242,-0.414708,0.033376,-0.00711842,0.021603,-0.00699389,-0.0336707,0.0175011,-0.00135581
[0:01:14.100000],14.6101,5.64821,-174.696,-0.0395962,-0.0546884,0.124585,0.990032,-0.0721119,-0.395,0.0358642,-0.0223162,0.035805,-0.00742295,-0.0321745,0.0199131,-0.00215531
[0:01:14.200000],14.4745,5.75448,-175.683,-0.0310096,-0.054494,0.12384,0.990443,-0.0810085,-0.41245,0.0283705,-0.0326841,0.0417089,-0.0116223,-0.0322416,0.0227852,-0.00340282
[0:01:14.300000],14.3782,5.80485,-176.626,-0.0228541,-0.0538898,0.123435,0.990748,-0.0674997,-0.391825,0.0340818,-0.0229576,0.0477294,-0.0175725,-0.0310182,0.0260722,-0.00527002
[0:01:14.400000],14.2417,5.92928,-177.547,-0.0148082,-0.0539526,0.122655,0.990995,-0.0854809,-0.403023,0.0271196,-0.0380583,0.0440549,-0.00209724,-0.0319459,0.0284419,-0.00485193
[0:01:14.500000],14.2445,6.02306,-178.379,-0.00751357,-0.0538721,0.123051,0.991032,-0.0970976,-0.381301,0.0272977,-0.0324332,0.0424037,0.0185488,-0.0320101,0.0302817,-0.00176831
[0:01:14.600000],14.3063,6.16004,-179.208,-0.000159312,-0.0541639,0.123956,0.990932,-0.0927063,-0.37593,0.0339722,-0.0326957,0.0319977,0.0180364,-0.0321005,0.0305078,0.000841444
[0:01:14.700000],14.3519,6.33047,179.992,0.00696391,-0.054768,0.124715,0.990779,-0.085782,-0.391142,0.0305142,-0.0321862,0.0114695,0.0141405,-0.0321118,0.0279991,0.00259392
[0:01:14.800000],14.429,6.44227,179.13,0.0145777,-0.0547844,0.125791,0.990559,-0.0913503,-0.384817,0.0412492,-0.0240086,0.0138355,0.0227901,-0.031044,0.0261327,0.00525526
[0:01:14.900000],14.3976,6.56747,178.258,0.0222377,-0.0549136,0.125941,0.990391,-0.101752,-0.372569,0.0396445,-0.0278973,-0.0189719,0.00800871,-0.0306293,0.020189,0.0056181
[0:01:15],14.4257,6.79933,177.317,0.0306354,-0.0558734,0.126663,0.990021,-0.107438,-0.388611,0.0288688,-0.0120382,0.0154972,0.00987676,-0.0281795,0.0195708,0.00617928
[0:01:15.100000],14.4466,6.88447,176.359,0.0390096,-0.0555413,0.127324,0.98966,-0.101324,-0.371583,0.0421308,-0.000855228,0.0437101,0.00952614,-0.0245788,0.0227517,0.00662031
[0:01:15.200000],14.4162,7.06339,175.399,0.0474804,-0.0560299,0.127572,0.98923,-0.104328,-0.380865,0.0429768,0.0130125,0.0529166,0.0125929,-0.0196253,0.0267267,0.00740735
[0:01:15.300000],14.386,7.08145,174.555,0.0547708,-0.0552591,0.127727,0.988877,-0.0927232,-0.379555,0.0372699,-0.00325931,0.0616792,0.0204725,-0.0174687,0.0313325,0.009129
[0:01:15.400000],14.3203,7.13626,173.66,0.0625199,-0.0547685,0.127611,0.988459,-0.0958633,-0.348457,0.0463794,-0.0300594,0.0706536,0.0026382,-0.0191278,0.036514,0.00827368
[0:01:15.500000],14.2743,7.33818,172.755,0.0705183,-0.0555288,0.12774,0.987862,-0.11318,-0.352824,0.0398381,-0.0279752,0.0383602,-0.00987861,-0.0202936,0.0367573,0.00588167
[0:01:15.600000],14.2698,7.36555,171.885,0.0780478,-0.0547958,0.128134,0.987285,-0.107885,-0.352977,0.0457988,-0.0333987,0.0269637,-0.0145993,-0.0220206,0.0354668,0.00318279
[0:01:15.700000],14.242,7.41057,170.908,0.0864937,-0.0541106,0.128385,0.986587,-0.116688,-0.35627,0.03827,-0.0386935,0.00116882,-0.0193462,-0.0242176,0.0309472,0.000214046
[0:01:15.800000],14.1919,7.48148,169.999,0.0943699,-0.053742,0.128428,0.985879,-0.112714,-0.348066,0.0343071,-0.0391088,0.00732711,-0.0225444,-0.0261799,0.0278347,-0.00278494
[0:01:15.900000],14.0982,7.6445,169.075,0.102441,-0.0541912,0.128175,0.985081,-0.108734,-0.353788,0.0408659,-0.0497237,0.0408231,0.00256879,-0.0292824,0.0295462,-0.00207945
[0:01:16],14.1968,7.6779,168.186,0.110163,-0.0533874,0.129465,0.984123,-0.133608,-0.344253,0.0303106,-0.084702,0.0365652,0.00387855,-0.0365853,0.0304711,-0.00129434
[0:01:16.100000],14.1888,7.8333,167.252,0.118331,-0.0536743,0.129965,0.983093,-0.132813,-0.339024,0.0393589,-0.0551819,0.0453617,0.0188621,-0.0390358,0.0324333,0.00136177
[0:01:16.200000],14.2749,7.9473,166.316,0.126514,-0.0534941,0.131246,0.981912,-0.141462,-0.332466,0.0401116,-0.0183469,0.052964,0.0109729,-0.0363096,0.0351387,0.00262827
[0:01:16.300000],14.2342,8.12907,165.394,0.134577,-0.0540425,0.13151,0.980774,-0.140396,-0.334909,0.0455566,0.00646804,0.0420243,0.0133762,-0.0306726,0.0360461,0.00404458
[0:01:16.400000],14.2754,8.18677,164.511,0.142203,-0.0534714,0.132337,0.979618,-0.144404,-0.331902,0.0353727,0.0246509,0.0214465,0.00419266,-0.0233823,0.0341222,0.0040641
[0:01:16.500000],14.2865,8.33098,163.572,0.150376,-0.0536041,0.133033,0.978295,-0.117621,-0.316313,0.0441318,0.0136475,0.0390907,-0.00973633,-0.0185028,0.0347769,0.00224555
[0:01:16.600000],14.2233,8.42466,162.701,0.157867,-0.0534797,0.133012,0.977124,-0.13114,-0.319712,0.0386007,0.0137455,0.0273788,-0.0133045,-0.0142533,0.0338021,0.000196455
[0:01:16.700000],14.2506,8.55335,161.72,0.166368,-0.0533973,0.133864,0.9756,-0.144605,-0.328145,0.0440422,-0.00876678,0.0398752,-0.00880893,-0.0135303,0.0346023,-0.000990224
[0:01:16.800000],14.2201,8.69546,160.84,0.173981,-0.0536252,0.134204,0.974212,-0.132021,-0.312895,0.0324942,0.00116647,0.0512084,-0.00810971,-0.0115936,0.0367906,-0.00192839
[0:01:16.900000],14.3442,8.74872,159.887,0.182186,-0.0527635,0.135774,0.97254,-0.130613,-0.300835,0.0401772,-0.00556118,0.0445265,0.00372485,-0.0107987,0.03781,-0.00118344
[0:01:17],14.3102,8.83955,159.046,0.189386,-0.0525944,0.136005,0.971141,-0.132099,-0.315833,0.0349577,0.0218625,0.042858,0.0180627,-0.00649478,0.0384752,0.00135272
[0:01:17.100000],14.4123,8.94353,158.2,0.196697,-0.0522964,0.137414,0.969504,-0.135738,-0.289087,0.0426844,0.00749294,0.0406806,0.00658682,-0.00465156,0.0387658,0.00204244
[0:01:17.200000],14.4967,8.96782,157.21,0.205134,-0.0511609,0.138613,0.967644,-0.122685,-0.294813,0.0390214,-0.00493465,0.0212725,0.0147938,-0.00468886,0.0364606,0.00372274
[0:01:17.300000],14.4566,8.96505,156.177,0.213825,-0.0499612,0.138726,0.965807,-0.141043,-0.304705,0.0505603,-0.0140124,0.0378003,-0.00357963,-0.00591747,0.0366372,0.00276048
[0:01:17.400000],14.4361,8.89137,155.318,0.220984,-0.0483367,0.138794,0.964267,-0.128031,-0.290191,0.0361809,-0.013318,0.050847,-0.0111714,-0.00689268,0.0385097,0.000924614
[0:01:17.500000],14.5047,8.9371,154.389,0.228864,-0.0474585,0.139842,0.962319,-0.135177,-0.277451,0.0357412,-0.0192346,0.057381,-0.0124177,-0.00851902,0.0409964,-0.000833567
[0:01:17.600000],14.4853,8.8148,153.517,0.236063,-0.0454031,0.139805,0.960683,-0.135882,-0.285327,0.047119,-0.0199799,0.0700756,0.0107464,-0.0100293,0.0448283,0.000692383
[0:01:17.700000],14.6176,8.86514,152.574,0.24406,-0.044392,0.141379,0.958499,-0.146428,-0.268581,0.0349436,-0.012422,0.04644,0.0195887,-0.0103446,0.0450407,0.00318243
[0:01:17.800000],14.6416,8.8055,151.559,0.252498,-0.0425846,0.141845,0.956324,-0.134517,-0.267984,0.0406299,-0.0421701,0.0108383,0.0265947,-0.0145384,0.0405337,0.00626757
[0:01:17.900000],14.6834,8.70387,150.614,0.260299,-0.0404678,0.142326,0.954251,-0.145425,-0.262037,0.0501345,-0.0427509,0.000405532,0.00829788,-0.0182561,0.0352458,0.00653511
[0:01:18],14.7624,8.67895,149.716,0.267779,-0.0389578,0.143241,0.952105,-0.146343,-0.274846,0.0510283,-0.0299846,0.0152079,-0.0052635,-0.0198016,0.0326053,0.00498036
[0:01:18.100000],14.82,8.67284,148.836,0.275095,-0.0376678,0.143999,0.949954,-0.154384,-0.268119,0.0419277,-0.0301285,0.00815166,-0.00905984,-0.0211624,0.029383,0.00313022
[0:01:18.200000],14.7691,8.6866,147.993,0.282075,-0.0368466,0.143883,0.947955,-0.162752,-0.268482,0.0410069,-0.00993724,0.0255776,-0.0225313,-0.0196832,0.0288815,-0.000251313
[0:01:18.300000],14.9037,8.59675,147.121,0.289241,-0.0346653,0.145058,0.945696,-0.153316,-0.26145,0.0421669,0.00853929,0.00983767,-0.0162235,-0.0159642,0.026372,-0.00235604
[0:01:18.400000],14.9011,8.60579,146.181,0.296999,-0.0335553,0.145339,0.943285,-0.145104,-0.25133,0.0393699,-0.0128313,0.0216592,0.0134835,-0.0155514,0.025751,-0.000268793
[0:01:18.500000],14.9651,8.60579,145.306,0.304213,-0.0322745,0.146116,0.940908,-0.161156,-0.264421,0.0425233,0.00285303,0.037976,0.0227189,-0.0131261,0.0273619,0.0027604
[0:01:18.600000],14.9258,8.53518,144.418,0.311426,-0.0306656,0.14586,0.938639,-0.14681,-0.258442,0.0446126,-0.0088677,0.0458432,0.00608755,-0.012565,0.0297973,0.00319883
[0:01:18.700000],14.9211,8.55472,143.61,0.318049,-0.0298107,0.146084,0.936408,-0.166188,-0.26134,0.0447019,-0.0157846,0.0473976,-0.00394306,-0.0129892,0.0321166,0.00225771
[0:01:18.800000],14.969,8.58344,142.756,0.325056,-0.0288208,0.14677,0.933922,-0.164288,-0.231969,0.0511518,-0.00819219,0.0504304,-0.0149494,-0.0123571,0.0345299,-9.74551e-06
[0:01:18.900000],15.047,8.4841,141.932,0.331699,-0.0267255,0.147336,0.931557,-0.142931,-0.231261,0.0384346,-0.0229436,0.0470385,-0.0149889,-0.0137521,0.0361782,-0.00198362
[0:01:19],14.98,8.44866,141.019,0.339071,-0.0254589,0.146902,0.929003,-0.166004,-0.245975,0.0360329,-0.0121788,0.0325546,-0.00512293,-0.0135448,0.0357007,-0.0023973
[0:01:19.100000],15.0699,8.35983,140.115,0.346331,-0.0233048,0.14757,0.926272,-0.161068,-0.235692,0.0418922,0.00430943,0.00727347,0.00464629,-0.0111921,0.0319547,-0.00146913
[0:01:19.200000],15.0875,8.36192,139.186,0.353831,-0.0220709,0.147902,0.92341,-0.167013,-0.233359,0.041183,-0.0167118,0.0135484,0.00894754,-0.0119194,0.0295292,-9.6482e-05
[0:01:19.300000],15.1498,8.3521,138.263,0.361269,-0.0206018,0.148546,0.920456,-0.169808,-0.22885,0.0479087,0.011924,0.0298521,0.0201621,-0.00877748,0.0295718,0.00257309
[0:01:19.400000],15.1304,8.256,137.444,0.367754,-0.0188265,0.14824,0.917972,-0.143147,-0.223524,0.0446585,0.0289818,0.0295968,0.0231268,-0.00380177,0.0295751,0.00528154
[0:01:19.500000],15.1981,8.25578,136.58,0.374674,-0.0174852,0.148918,0.915086,-0.165551,-0.235152,0.0437431,0.0132745,0.0147201,0.00684783,-0.00155155,0.0276176,0.00548794
[0:01:19.600000],15.2024,8.17351,135.712,0.38153,-0.0156819,0.14882,0.912297,-0.16215,-0.213793,0.0451515,0.00531716,0.0220286,0.00553721,-0.000646433,0.0268811,0.00549443
[0:01:19.700000],15.2753,8.09023,134.883,0.388062,-0.0136918,0.149238,0.909502,-0.145828,-0.229283,0.0532799,0.00240899,0.0419849,0.0139747,-0.000243806,0.0288714,0.00661192
[0:01:19.800000],15.3321,8.07403,133.931,0.395599,-0.0121258,0.149743,0.906188,-0.164723,-0.213578,0.0538048,0.0167117,0.0528957,0.0115483,0.00199049,0.0320372,0.0072624
[0:01:19.900000],15.4262,7.9645,133.069,0.402323,-0.00979857,0.150202,0.903175,-0.152029,-0.212347,0.0389034,0.0346094,0.0610956,-0.0169023,0.00628883,0.0358663,0.00407811
[0:01:20],15.522,7.89754,132.209,0.409037,-0.00779976,0.150795,0.900074,-0.154407,-0.204403,0.0532278,0.0131205,0.062107,-0.0222738,0.00718907,0.0393242,0.000605599
[0:01:20.100000],15.5864,7.81446,131.326,0.415901,-0.00574703,0.151066,0.896893,-0.143026,-0.193384,0.0529698,0.0241595,0.0641666,-0.0123305,0.00942534,0.0425978,-0.00109905
[0:01:20.200000],15.5751,7.57097,130.412,0.422835,-0.00266978,0.150155,0.893813,-0.144735,-0.198292,0.0377818,0.0283893,0.0171417,-0.000264088,0.0119243,0.0392433,-0.000989022
[0:01:20.300000],15.6758,7.47847,129.572,0.429303,-0.000466383,0.150619,0.89065,-0.153233,-0.188369,0.0370712,-0.0161114,0.00362481,0.000138495,0.00822992,0.0345497,-0.000840444
[0:01:20.400000],15.6195,7.27291,128.679,0.436066,0.00209906,0.149429,0.887557,-0.144706,-0.185785,0.0529662,-0.0136615,0.00271828,-0.00696656,0.00534518,0.0303551,-0.00164771
[0:01:20.500000],15.5239,7.04432,127.849,0.442295,0.00459095,0.147821,0.88473,-0.141706,-0.197386,0.0478936,-0.0316218,0.0217116,-0.00808293,0.000473886,0.0292161,-0.00249571
[0:01:20.600000],15.5051,6.84298,127.064,0.448184,0.00709204,0.146879,0.881902,-0.156547,-0.197125,0.0412329,-0.028375,0.0509326,-0.00498415,-0.00332766,0.0320778,-0.00282362
[0:01:20.700000],15.4611,6.79069,126.183,0.454915,0.00845103,0.146282,0.878537,-0.162031,-0.179879,0.04123,-0.0238577,0.0735966,-0.0184715,-0.00603299,0.0375489,-0.00488561
[0:01:20.800000],15.4599,6.63866,125.309,0.46148,0.0107319,0.14561,0.875194,-0.148431,-0.169443,0.0410471,-0.00642211,0.0720675,-0.00495275,-0.00608427,0.0420976,-0.00489446
[0:01:20.900000],15.6023,6.47946,124.481,0.46765,0.0135862,0.145981,0.87181,-0.164863,-0.165742,0.0345668,0.0072629,0.0735297,0.0134649,-0.00432545,0.0462395,-0.00247516
[0:01:21],15.709,6.27622,123.581,0.474296,0.0167249,0.145861,0.868178,-0.154533,-0.160366,0.0502497,0.00811262,0.0208543,0.0205664,-0.00268643,0.0428944,0.000561131
[0:01:21.100000],15.7174,6.11854,122.697,0.480855,0.0190854,0.145147,0.864634,-0.15086,-0.158818,0.0427409,0.00531586,-0.0177042,-0.000392631,-0.00163194,0.0349091,0.00043545
[0:01:21.200000],15.6181,5.82937,121.808,0.487331,0.0219784,0.14305,0.861282,-0.149715,-0.170178,0.04769,0.0240306,-0.00776613,0.000251775,0.00174973,0.0292856,0.000411246
[0:01:21.300000],15.7479,5.6785,120.98,0.493388,0.0247079,0.143226,0.857723,-0.162772,-0.152767,0.0398058,0.0247122,0.014023,-0.0169607,0.0047756,0.0272744,-0.00187793
[0:01:21.400000],15.7603,5.38086,120.215,0.498855,0.0279537,0.141884,0.854679,-0.152989,-0.176181,0.0449981,-0.00915311,0.0154778,-0.0216512,0.00294015,0.0257199,-0.00448355
[0:01:21.500000],15.6879,5.12264,119.462,0.504265,0.0304997,0.140047,0.851714,-0.141791,-0.158969,0.032969,-0.0210174,0.0158132,-0.0017809,-0.000216843,0.0244144,-0.00412741
[0:01:21.600000],15.6459,4.80204,118.724,0.509488,0.033605,0.13814,0.848796,-0.145657,-0.146128,0.0470758,-0.04363,0.0306921,-0.00975929,-0.00593758,0.0252417,-0.00486955
[0:01:21.700000],15.598,4.60146,117.993,0.514735,0.0357597,0.136685,0.845772,-0.168799,-0.152239,0.0321715,-0.0313586,0.0494456,-0.00532842,-0.00928742,0.0284311,-0.00493001
[0:01:21.800000],15.5158,4.36584,117.251,0.520039,0.0380155,0.134796,0.842727,-0.166979,-0.161201,0.0431356,-0.0312279,0.057912,-0.0195345,-0.0121786,0.032316,-0.00685452
[0:01:21.900000],15.5463,4.18558,116.409,0.526056,0.0404727,0.133922,0.839009,-0.16566,-0.147249,0.03823,-0.0207518,0.0227556,-0.0126548,-0.0133083,0.0310561,-0.00761885
[0:01:22],15.6848,3.90141,115.656,0.531263,0.0440774,0.133366,0.835629,-0.166457,-0.129707,0.0300584,0.0253544,0.0349846,-0.0127745,-0.00821359,0.0315738,-0.00829823
[0:01:22.100000],15.6861,3.68962,114.9,0.536587,0.0465092,0.132103,0.832289,-0.147624,-0.130282,0.0355048,0.0368172,0.0315951,0.0113632,-0.00227968,0.0315766,-0.00570736
[0:01:22.200000],15.5769,3.43006,114.02,0.542791,0.0488918,0.12974,0.828493,-0.166,-0.145799,0.0310588,0.0308798,0.0211165,0.0135794,0.0020899,0.0301982,-0.00316585
[0:01:22.300000],15.6427,3.16327,113.285,0.547838,0.0519683,0.128637,0.825149,-0.164057,-0.139042,0.0416086,0.0467118,-0.0105044,0.0146006,0.00796992,0.0248347,-0.000824691
[0:01:22.400000],15.7134,2.91579,112.57,0.552728,0.0548939,0.127637,0.821846,-0.139256,-0.127229,0.0394631,0.0320522,0.00774459,0.00646532,0.0111433,0.0225826,0.000135946
[0:01:22.500000],15.6521,2.58544,111.868,0.557495,0.0577462,0.125268,0.81879,-0.15118,-0.134514,0.0412271,0.0242271,0.0472037,-0.00879884,0.0128675,0.0258271,-0.00104143
[0:01:22.600000],15.738,2.27799,111.008,0.563313,0.0613015,0.123943,0.814742,-0.139268,-0.124848,0.0365903,0.0358648,0.0597524,-0.0186047,0.0158979,0.0302976,-0.00335582
[0:01:22.700000],15.6519,1.92875,110.217,0.568657,0.0642075,0.121188,0.811212,-0.139561,-0.134754,0.0295606,0.0170972,0.0217308,-0.0134803,0.016056,0.0291687,-0.00468997
[0:01:22.800000],15.6657,1.75783,109.408,0.57421,0.0663384,0.119978,0.807299,-0.152919,-0.111087,0.0390549,0.00639442,0.0118565,0.0112613,0.0147828,0.0268874,-0.00258801
[0:01:22.900000],15.6911,1.54175,108.595,0.579722,0.0688357,0.118594,0.803346,-0.13557,-0.110626,0.0343091,0.0160095,0.0176377,0.0213055,0.0149445,0.0256685,0.000560546
[0:01:23],15.7195,1.28337,107.893,0.584383,0.0715138,0.117057,0.799953,-0.131961,-0.120351,0.0351302,0.00396914,0.0139894,0.0178186,0.0134982,0.0241295,0.00283471
[0:01:23.100000],15.7357,0.995639,107.168,0.589158,0.074339,0.115241,0.796448,-0.136737,-0.130659,0.0462806,0.0175369,0.0400191,0.00314703,0.0140304,0.0262233,0.00287587
[0:01:23.200000],15.7306,0.738988,106.494,0.593602,0.0767679,0.113441,0.79317,-0.142925,-0.109047,0.0419185,0.0153706,0.0387008,-0.0252619,0.014207,0.0278675,-0.000831967
[0:01:23.300000],15.7596,0.347185,105.688,0.598783,0.0804157,0.111054,0.789242,-0.136824,-0.103387,0.0358892,-0.0168052,0.0258426,-0.0126343,0.0101204,0.0276007,-0.00238722
[0:01:23.400000],15.7954,0.0802744,104.912,0.603833,0.0831829,0.109347,0.785337,-0.133731,-0.101245,0.0312819,-0.0162414,0.0132656,-0.0160407,0.00664657,0.0257117,-0.0041864
[0:01:23.500000],15.8168,-0.25328,104.166,0.608604,0.0862813,0.107177,0.78161,-0.132106,-0.0961102,0.0332841,0.00204313,0.00518038,-0.00684,0.00603995,0.0230062,-0.00453607
[0:01:23.600000],15.7953,-0.501183,103.475,0.613087,0.0884925,0.10518,0.778123,-0.140949,-0.114906,0.030402,-0.0139095,0.00829002,0.00628309,0.00341112,0.021067,-0.00311038
[0:01:23.700000],15.7424,-0.852968,102.789,0.617433,0.0912096,0.102392,0.774737,-0.151117,-0.120223,0.0459073,-0.0256232,0.0237316,0.0155045,-0.000414867,0.0214181,-0.000657412
[0:01:23.800000],15.7393,-1.26207,102.029,0.622163,0.0946158,0.0995353,0.770907,-0.13842,-0.0895573,0.0314314,-0.00966883,0.030292,0.00243802,-0.0016343,0.0225875,-0.000249513
[0:01:23.900000],15.7742,-1.64916,101.395,0.626001,0.0979397,0.0971203,0.767687,-0.131562,-0.0873493,0.0356684,0.0162344,0.0111424,-0.00326603,0.000720332,0.0210793,-0.000647012
[0:01:24],15.6977,-2.02463,100.629,0.630806,0.100658,0.0938759,0.763795,-0.153493,-0.0939425,0.0337994,0.017365,0.0110787,-0.0141663,0.00291367,0.0197615,-0.00242851
[0:01:24.100000],15.5594,-2.38975,99.9446,0.635111,0.102862,0.0903196,0.760355,-0.140513,-0.105837,0.0398561,0.00608785,-0.00274369,-0.0166315,0.00333195,0.0167959,-0.0043001
[0:01:24.200000],15.5889,-2.83681,99.1683,0.639762,0.106569,0.0873002,0.756288,-0.134208,-0.0995218,0.028678,-0.0296566,-0.00566651,0.00823475,-0.0010151,0.0138359,-0.00264833
[0:01:24.300000],15.4798,-3.17443,98.5235,0.643758,0.10865,0.0840701,0.752959,-0.137346,-0.103344,0.036402,-0.0406406,0.0318704,0.0117568,-0.00623673,0.0162124,-0.000750103
[0:01:24.400000],15.447,-3.45411,97.8498,0.647912,0.110772,0.0816199,0.749348,-0.151863,-0.0803793,0.0290753,-0.0387948,0.0309287,0.0141265,-0.0105271,0.0181516,0.00121026
[0:01:24.500000],15.2884,-3.73316,97.239,0.651758,0.112107,0.0783937,0.746152,-0.149949,-0.0863013,0.0389526,-0.0224918,0.0380962,0.00215446,-0.0121037,0.0207798,0.00133468
[0:01:24.600000],15.4785,-4.55596,96.5494,0.655158,0.118947,0.0741903,0.742537,-0.16476,-0.0930016,0.0441248,0.00515129,0.00457623,0.0132199,-0.00982994,0.0186446,0.00290085
[0:01:24.700000],15.3958,-4.97303,95.8585,0.659246,0.121577,0.0705091,0.738841,-0.152788,-0.0868155,0.0387112,0.011905,-0.00430124,-0.00161692,-0.00696582,0.0156209,0.00230552
[0:01:24.800000],15.3048,-5.27768,95.1638,0.66347,0.123408,0.0674,0.735037,-0.142703,-0.0904132,0.0314262,-0.00801284,-0.00589529,0.00493429,-0.0071038,0.0127856,0.00265193
[0:01:24.900000],15.2707,-5.58736,94.5446,0.667119,0.125525,0.0646865,0.731612,-0.139844,-0.0754851,0.035487,-0.0530579,0.025864,0.015133,-0.0131594,0.014509,0.00429661
[0:01:25],15.5114,-6.29069,93.8097,0.670713,0.131752,0.0612268,0.727517,-0.167922,-0.0981594,0.0494147,-0.0850736,0.020074,0.0359002,-0.0226358,0.0152424,0.00846116
[0:01:25.100000],15.6992,-6.99456,93.083,0.674247,0.137619,0.057361,0.723469,-0.174265,-0.0802824,0.0395736,-0.0972217,-0.00973476,0.0552657,-0.0324644,0.011951,0.0146288
[0:01:25.200000],15.8903,-7.74784,92.4018,0.67736,0.143736,0.0532022,0.719679,-0.18059,-0.0803815,0.0522894,-0.0699104,-0.0150137,0.0450584,-0.0373988,0.00839775,0.0186386
[0:01:25.300000],15.9591,-8.4351,91.826,0.679994,0.148624,0.0487453,0.716511,-0.187399,-0.0800249,0.057474,-0.0576813,-0.0104031,0.0105813,-0.0400715,0.00592027,0.0175769
[0:01:25.400000],16.1161,-9.12851,91.1173,0.683283,0.154079,0.0445717,0.71249,-0.186481,-0.0929205,0.0549312,-0.0158155,0.00638943,0.00439636,-0.0368752,0.0059821,0.01584
[0:01:25.500000],16.2002,-9.92344,90.3884,0.686596,0.159661,0.0392293,0.708379,-0.184112,-0.0965404,0.0602236,-0.0293202,-0.0104132,0.0213103,-0.0358796,0.00382162,0.0165609
[0:01:25.600000],16.3518,-10.6435,89.71,0.689543,0.165115,0.0347672,0.704488,-0.198491,-0.0803443,0.0517545,-0.0540154,0.0189633,0.016571,-0.0382695,0.0058169,0.0165622
[0:01:25.700000],16.4246,-11.4014,89.0105,0.692619,0.170267,0.0294922,0.700474,-0.210072,-0.0794846,0.05209,-0.0695679,0.0257204,0.0289063,-0.0423938,0.00843967,0.0181888
[0:01:25.800000],16.56,-12.234,88.3495,0.69519,0.176162,0.024128,0.696664,-0.189077,-0.0845199,0.0709187,-0.0727683,-0.00350142,0.0361938,-0.0463964,0.00686614,0.0205614
[0:01:25.900000],16.6746,-12.977,87.6009,0.698396,0.181354,0.0189948,0.69227,-0.223705,-0.0879008,0.0730286,-0.0760767,-0.0406779,0.0393409,-0.0503075,0.000601054,0.0230361
[0:01:26],16.6972,-13.833,86.9774,0.70075,0.186551,0.0127309,0.688645,-0.230975,-0.0817808,0.0665066,-0.0869168,-0.0752077,0.0353764,-0.0551316,-0.00938861,0.0246622
[0:01:26.100000],16.8451,-14.663,86.3516,0.702891,0.192294,0.0073212,0.684951,-0.225301,-0.0972479,0.0714346,-0.0749221,-0.0499459,0.0204835,-0.0577395,-0.014733,0.0241116
